WorkItemId_x,Title_x,WorkItemType_x,State_x,BusinessValue,TagNames,Custom_D1Planned,Custom_D2Planned,Custom_D3Planned,Custom_Heartbeat,Custom_TimeRegistrationID,GNH_ValueType_x,WorkItemId_y,Title_y,WorkItemType_y,State_y,ParentWorkItemId,Custom_FeatureAcousticDevelopmentCPH,Custom_FeatureAcousticDevelopmentXMN,Custom_FeatureElectronicIntegration,Custom_FeatureMaterialsandReliability,Custom_FeatureMechanicalDevelopmentCPH,Custom_FeatureMechanicalDevelopmentXMN,Custom_FeatureQualificationXMN,Custom_FeatureRadioSystems,Custom_LabellingEffort,Custom_MarketAccessEffort,Custom_Prioritized,Custom_ReasonForMustDo,Custom_RegulatoryCertificationEffort,Custom_RegulatoryProductComplianceEffort,Custom_RequestforPI,Custom_TestAutomationEffort,Custom_TestManuelEffort,Custom_TestSystemEffort,GNH_AppDev_Effort,GNH_AppSystem_Effort,GNH_Dev_Effort,GNH_FT_Effort,GNH_OS_Effort,GNH_QA_Effort,GNH_Sound_Effort,GNH_System_Effort,GNH_ValueType_y
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610324.0,"EU Batt., Clarify Direction - EA 23Q2",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610325.0,"EU Batt., Clarify Direction - RS",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610327.0,"EU Batt., Concept Evaluation - EA 23Q2",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610328.0,"EU Batt., Concept Evaluation - RS",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610420.0,"EU Batt., Clarify Direction - Reliability",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610421.0,"EU Batt., Concept Evaluation - Reliability",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1623945.0,"EU Batt, Problem/Opportunity Clarification",Feature,New,1610149.0,,,4.0,4.0,20.0,,,2.0,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1623952.0,"EU Batt, Clarify Directions/Create concepts",Feature,New,1610149.0,,,10.0,4.0,20.0,,,7.0,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1624154.0,"Eu Batt, Feasibility Test IP Concepts",Feature,New,1610149.0,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610329.0,"EU Batt., Concept Evaluation - Mech",Feature,Active,1610149.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610162.0,"EU Batt., Explore & Clarify Needs - EI",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610167.0,"EU Batt., Clarify Direction - EI",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610168.0,"EU Batt., Concept Evaluation - EI",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610322.0,"EU Batt., Explore & Clarify Needs - EA 23Q2",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610323.0,"EU Batt., Explore & Clarify Needs - RS",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610324.0,"EU Batt., Clarify Direction - EA 23Q2",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610325.0,"EU Batt., Clarify Direction - RS",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610327.0,"EU Batt., Concept Evaluation - EA 23Q2",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610328.0,"EU Batt., Concept Evaluation - RS",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610420.0,"EU Batt., Clarify Direction - Reliability",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610421.0,"EU Batt., Concept Evaluation - Reliability",Feature,New,1610149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1623945.0,"EU Batt, Problem/Opportunity Clarification",Feature,New,1610149.0,,,4.0,4.0,20.0,,,2.0,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1623952.0,"EU Batt, Clarify Directions/Create concepts",Feature,New,1610149.0,,,10.0,4.0,20.0,,,7.0,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1624154.0,"Eu Batt, Feasibility Test IP Concepts",Feature,New,1610149.0,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,Technology
1610149,Replaceable Batt. - EU BR,Epic,New,,DetailsNotOK,,,,,61266.0,Technology,1610329.0,"EU Batt., Concept Evaluation - Mech",Feature,Active,1610149.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,Technology
1623690,Wolverine Earbuds 2.0,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1634880.0,[HW] Wolverine Earbuds 2.0 - Finalize evaluation of B1 prototypes,Feature,Ready,1623690.0,12.0,,5.0,,10.0,,,24.0,,,No,,,,,,,,,,,,,,,,Base Program
1623690,Wolverine Earbuds 2.0,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1634895.0,[HW] Wolverine Earbuds 2.0 - Laser welding & material investigations.,Feature,Ready,1623690.0,,,,5.0,20.0,,,,,,No,,,,,,,,,,,,,,,,Technology
1623690,Wolverine Earbuds 2.0,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1634892.0,[HW] Wolverine Earbuds 2.0 - Preparation for B2 prototypes,Feature,Ready,1623690.0,15.0,,7.0,,117.0,,,15.0,,,No,,,,,,,,,,,,,,,,Technology
1623690,Wolverine Earbuds 2.0,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1624088.0,[HW] Wolverine Earbuds 2.0 - Preparation for D1,Feature,Active,1623690.0,20.0,,10.0,,54.0,,,7.0,,,,,,,,,,,,,,,,,,,Technology
1623690,Wolverine Earbuds 2.0,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1624086.0,[HW] Wolverine Earbuds 2.0 - Assemble and Validate B1 prototypes,Feature,Active,1623690.0,30.0,,15.0,,76.0,,,28.0,,,,,,,,,,,,,,,,,,,Technology
1623690,Wolverine Earbuds 2.0,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1634880.0,[HW] Wolverine Earbuds 2.0 - Finalize evaluation of B1 prototypes,Feature,Ready,1623690.0,12.0,,5.0,,10.0,,,24.0,,,No,,,,,,,,,,,,,,,,Base Program
1623690,Wolverine Earbuds 2.0,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1634895.0,[HW] Wolverine Earbuds 2.0 - Laser welding & material investigations.,Feature,Ready,1623690.0,,,,5.0,20.0,,,,,,No,,,,,,,,,,,,,,,,Technology
1623690,Wolverine Earbuds 2.0,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1634892.0,[HW] Wolverine Earbuds 2.0 - Preparation for B2 prototypes,Feature,Ready,1623690.0,15.0,,7.0,,117.0,,,15.0,,,No,,,,,,,,,,,,,,,,Technology
1623690,Wolverine Earbuds 2.0,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1624088.0,[HW] Wolverine Earbuds 2.0 - Preparation for D1,Feature,Active,1623690.0,20.0,,10.0,,54.0,,,7.0,,,,,,,,,,,,,,,,,,,Technology
1623690,Wolverine Earbuds 2.0,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1624086.0,[HW] Wolverine Earbuds 2.0 - Assemble and Validate B1 prototypes,Feature,Active,1623690.0,30.0,,15.0,,76.0,,,28.0,,,,,,,,,,,,,,,,,,,Technology
1623694,ANC on C6,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1634888.0,[HW] EA support for ANC on C6 - Q4 2023,Feature,Ready,1623694.0,10.0,,,,,,,,,,No,,,,2023 Q4 PI,,,,,,,,,,,,Technology
1623694,ANC on C6,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1624553.0,[DSW][SPIKE] Design proposal for Dooku platform to support ANC/AOC,Feature,Ready,1623694.0,,,,,,,,,,,No,,,,2023 Q4 PI,,,,,,,,,,15.0,,Technology
1623694,ANC on C6,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1634888.0,[HW] EA support for ANC on C6 - Q4 2023,Feature,Ready,1623694.0,10.0,,,,,,,,,,No,,,,2023 Q4 PI,,,,,,,,,,,,Technology
1623694,ANC on C6,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-09-06T00:00:00+02:00,,,,61180.0,Technology,1624553.0,[DSW][SPIKE] Design proposal for Dooku platform to support ANC/AOC,Feature,Ready,1623694.0,,,,,,,,,,,No,,,,2023 Q4 PI,,,,,,,,,,15.0,,Technology
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537216.0,[DSW] Inclusion of the equalization filter for streaming,Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537238.0,[DSW] Support factory reset for X-men,Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,5.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537290.0,[DSW] Support AFGC being more aggressive in Dooku3 (for X-men purposes),Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537304.0,[DSW] Standard feature support for X-men,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537429.0,[DSW] Disable accessories for OTC,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537430.0,[DSW] X-men ear-2-ear pairing scheme integrated in Dooku3,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537459.0,[DSW] X-men BLE pairing scheme integrated in Dooku3,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537868.0,[DSW]Expose classifier values to App,Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1552609.0,[DSW] Testing of focus modes,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1574934.0,[DSW] Implementation synchronization focus modes,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,23.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1574936.0,[DSW] Implementation InSitu & SelfFitting,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,15.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1574937.0,[DSW] Implementation AGCI/PGH,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,25.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1578871.0,[DSW][Spike] [Mystique integration on D3]The same layoutitem for FSW and APP fitting data,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1578891.0,[DSW] [INR] Compute reduction based on insertion gain,Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1578892.0,[DSW] Codec support on Dooku3 for OTC,Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,20.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1579151.0,[DSW] Volume control sticky (non-sticky),Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1579222.0,[DSW] Dooku HDI release for X-men 2.0,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1579239.0,[DSW] RGB LED support on Dooku3,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1579254.0,[DSW] Patientname to be set over BLE,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1579725.0,[DSW] Fitting restrictions for Dooku/OTC,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1581408.0,[DSW] Merge X-men pc-controls used in production,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1588429.0,[DSW] Integration of focus modes,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1606584.0,[DSW] Optimized writing of Fitting Block,Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1623905.0,[DSW] Design Proposal: Make Dooku3 work on Mystique HW,Feature,Ready,1622766.0,,,,,,,,,,,No,,,,2023 Q4 PI,,,,,,,,5.0,,7.0,,
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537216.0,[DSW] Inclusion of the equalization filter for streaming,Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537238.0,[DSW] Support factory reset for X-men,Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,5.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537290.0,[DSW] Support AFGC being more aggressive in Dooku3 (for X-men purposes),Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537304.0,[DSW] Standard feature support for X-men,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537429.0,[DSW] Disable accessories for OTC,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537430.0,[DSW] X-men ear-2-ear pairing scheme integrated in Dooku3,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537459.0,[DSW] X-men BLE pairing scheme integrated in Dooku3,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1537868.0,[DSW]Expose classifier values to App,Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1552609.0,[DSW] Testing of focus modes,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1574934.0,[DSW] Implementation synchronization focus modes,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,23.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1574936.0,[DSW] Implementation InSitu & SelfFitting,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,15.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1574937.0,[DSW] Implementation AGCI/PGH,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,25.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1578871.0,[DSW][Spike] [Mystique integration on D3]The same layoutitem for FSW and APP fitting data,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1578891.0,[DSW] [INR] Compute reduction based on insertion gain,Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1578892.0,[DSW] Codec support on Dooku3 for OTC,Feature,New,1622766.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,20.0,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1579151.0,[DSW] Volume control sticky (non-sticky),Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,Base Program
1622766,Mystique into Dooku,Epic,Conceptualize,,DetailsNotOK; NextPI,2023-12-22T02:00:00+01:00,,,,61284.0,,1579222.0,[DSW] Dooku HDI release for X-men 2.0,Feature,Ready,1622766.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,Base Program
